serial_scrambled,BSA21_final_wt,DVSex21,Ragecat,HHincomex,RClassGP,hedqual2x,MarStat6x,HhlChlGpdx,PMSx,HomoSexx,Partyfwx,Politicsx,Votedx,Spend1x,dolex,TAXSPENDx,EQOPPGAYx,EQOPPTx,CHOPWOMMx,EQOPPBLKx,TBirCertx,EqOpDisx,EqOpMhx,welfare2,leftrigh,libauth,NHSSatx,GPSatx,NHSFProbx,NHSAccx
1015712,0.836952318349338,Male,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.25,2.2,2.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1025901,2.22370881209731,Female,45-54,Prefer not to answer,Intermediate occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Gone much too far,Gone much too far,4.5,3.8,2.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1025902,2.73631295952691,Male,45-54,Prefer not to answer,Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not gone far enough,3.25,3.6,3.5,Not applicable,Not applicable,Not applicable,Not applicable
1024491,0.260501862446549,Male,65+,"£1,411 - £2,560 per month",Lower supervisory and technical occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Rarely wrong,Sometimes wrong,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.25,4.0,3.0,Not applicable,Not applicable,Not applicable,Not applicable
1013651,0.617908851118868,Female,35-44,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Conservative,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone nearly far enough,2.75,2.4,4.0,Not applicable,Not applicable,Not applicable,Not applicable
1016711,0.367609710170885,Female,60-64,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Green Party,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,3.0,3.2,3.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1016712,0.798089064126212,Male,65+,"£1,411 - £2,560 per month",Semi-routine and routine occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not wrong at all,Sometimes wrong,Liberal Democrat,None at all,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone far enough,3.5,2.2,4.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1044631,0.479213206706782,Male,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.375,2.6,1.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1044632,0.287397235178383,Female,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,None,Not very much,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,2.375,2.6,2.5,Not applicable,Not applicable,Not applicable,Not applicable
1019771,0.765556800160609,Female,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not wrong at all,Not wrong at all,Conservative,A great deal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,3.25,3.2,3.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1004411,0.22062895973541,Female,25-34,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Rarely wrong,Rarely wrong,Other party,A great deal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone nearly far enough,1.0,1.4,1.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1016101,1.2793943013151,Female,65+,"Less than £1,410 per month",Managerial and professional occupations,Higher education below degree/A levels,Separated/divorced/dissolved civil partnership,No,Not wrong at all,Not wrong at all,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,3.875,3.2,3.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1029791,0.655783629990083,Female,25-34,"£4,351 per month or more",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone nearly far enough,1.5,1.4,1.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1030701,0.781651291752073,Male,35-44,"£2,561 - £4,350 per month",Semi-routine and routine occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Labour,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.375,2.0,3.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1030702,0.442616412810211,Female,35-44,"£2,561 - £4,350 per month",Intermediate occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,Yes,Not wrong at all,Not wrong at all,Labour,Not very much,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.25,1.8,3.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1036581,0.616881976274151,Male,65+,"Less than £1,410 per month",Small employers and own account workers,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.0,2.2,4.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1036582,0.792282016252759,Female,65+,"Less than £1,410 per month",Managerial and professional occupations,GCSE/O Level/Standard Grade or equivalent,Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,Labour,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not gone far enough,1.75,1.8,4.16666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1009901,1.96147054476509,Female,25-34,"£2,561 - £4,350 per month",Managerial and professional occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Not wrong at all,Not wrong at all,None,None at all,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,About right,3.5,2.4,3.33333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1006751,0.409775736225802,Male,45-54,"£1,411 - £2,560 per month",Managerial and professional occupations,Degree (equivalent & above),Single (never married/never in a civil partnership),No,Not wrong at all,Not wrong at all,Liberal Democrat,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,Not gone nearly far enough,2.375,2.2,2.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1021781,1.27773914667,Male,55-59,Prefer not to answer,Lower supervisory and technical occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Sometimes wrong,Rarely wrong,None,Not very much,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,4.375,1.8,3.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
1021782,0.926043533564487,Female,65+,"Less than £1,410 per month",Semi-routine and routine occupations,No qualifications,Single (never married/never in a civil partnership),No,Not wrong at all,Not wrong at all,None,Some,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,3.875,1.6,4.5,Not applicable,Not applicable,Not applicable,Not applicable
1017821,1.36362201600862,Male,65+,"£2,561 - £4,350 per month",Lower supervisory and technical occupations,Higher education below degree/A levels,Married/in a civil partnership/living with a partner,No,Rarely wrong,Sometimes wrong,Labour,A great deal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Gone too far,Gone too far,3.125,1.8,3.5,Not applicable,Not applicable,Not applicable,Not applicable
1004581,0.34493676822104,Female,60-64,"£2,561 - £4,350 per month",Managerial and professional occupations,Degree (equivalent & above),Married/in a civil partnership/living with a partner,No,Rarely wrong,Rarely wrong,Liberal Democrat,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone far enough,Not gone far enough,2.25,3.4,2.66666666666667,Not applicable,Not applicable,Not applicable,Not applicable
1035281,1.05687096165542,Male,65+,"£1,411 - £2,560 per month",Managerial and professional occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Not wrong at all,Always wrong,Conservative,Quite a lot,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not gone nearly far enough,Not gone far enough,3.125,3.4,3.5,Not applicable,Not applicable,Not applicable,Not applicable
1035282,1.34658059411156,Female,65+,"Less than £1,410 per month",Managerial and professional occupations,No qualifications,Married/in a civil partnership/living with a partner,No,Not wrong at all,Sometimes wrong,Conservative,None at all,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Prefer not to answer,Prefer not to answer,3.375,2.6,3.83333333333333,Not applicable,Not applicable,Not applicable,Not applicable
